job_gpu,total_free,queue_length,running_jobs,max_free_node,variance_free,can_fit_now,gpu_fit_ratio,fragmentation,queue_pressure,node_availability,avg_free_per_node,wait_time
5,13,4,3,4,2.234375,1,2.599999480000104,2.499999375293882e-07,1.4285714285714286,0.0,1.625,6
4,2,3,5,2,0.4375,0,0.49999987500003124,0.5000001249999688,4.0,0.0,0.25,4
8,0,4,7,0,0.0,0,0.0,1.0,32.0,0.0,0.0,13
4,2,3,5,2,0.4375,0,0.49999987500003124,0.5000001249999688,4.0,0.0,0.25,7
7,2,4,5,2,0.4375,0,0.285714244897965,0.5000001249999688,9.333333333333334,0.0,0.25,8
6,2,5,5,2,0.4375,0,0.33333327777778704,0.5000001249999688,10.0,0.0,0.25,15
7,4,2,5,2,0.5,0,0.57142848979593,0.5000001249999688,2.8,0.0,0.5,12
5,0,2,7,0,0.0,0,0.0,1.0,10.0,0.0,0.0,12
2,12,6,3,4,2.75,1,5.9999970000015,2.499999375293882e-07,0.9230769230769231,0.5,1.5,0
7,0,4,7,0,0.0,0,0.0,1.0,28.0,0.0,0.0,12
5,0,3,7,0,0.0,0,0.0,1.0,15.0,0.0,0.0,11
4,0,5,6,0,0.0,0,0.0,1.0,20.0,0.0,0.0,4
1,0,7,6,0,0.0,0,0.0,1.0,7.0,0.0,0.0,3
1,0,4,8,0,0.0,0,0.0,1.0,4.0,0.0,0.0,2
4,8,7,7,4,2.0,1,1.999999500000125,2.499999375293882e-07,3.111111111111111,0.125,1.0,3
8,3,6,5,2,0.484375,0,0.3749999531250059,0.5000001249999688,12.0,0.0,0.375,16
6,9,6,4,4,1.859375,1,1.4999997500000417,2.499999375293882e-07,3.6,0.0,1.125,11
2,0,4,6,0,0.0,0,0.0,1.0,8.0,0.0,0.0,3
5,0,5,7,0,0.0,0,0.0,1.0,25.0,0.0,0.0,15
1,1,6,8,1,0.109375,1,0.9999990000010001,0.7500000624999844,3.0,0.125,0.125,0
2,0,5,8,0,0.0,0,0.0,1.0,10.0,0.0,0.0,5
6,12,7,3,4,2.75,1,1.9999996666667221,2.499999375293882e-07,3.230769230769231,0.0,1.5,22
3,0,6,6,0,0.0,0,0.0,1.0,18.0,0.0,0.0,10
4,0,6,9,0,0.0,0,0.0,1.0,24.0,0.0,0.0,2
2,0,5,9,0,0.0,0,0.0,1.0,10.0,0.0,0.0,4
6,0,3,8,0,0.0,0,0.0,1.0,18.0,0.0,0.0,17
6,2,7,7,2,0.4375,0,0.33333327777778704,0.5000001249999688,14.0,0.0,0.25,20
8,0,6,8,0,0.0,0,0.0,1.0,48.0,0.0,0.0,16
8,0,5,9,0,0.0,0,0.0,1.0,40.0,0.0,0.0,24
3,1,10,7,1,0.109375,0,0.33333322222225925,0.7500000624999844,15.0,0.0,0.125,1
7,5,7,7,2,0.734375,0,0.7142856122449125,0.5000001249999688,8.166666666666666,0.0,0.625,14
5,0,7,8,0,0.0,0,0.0,1.0,35.0,0.0,0.0,15
8,5,8,7,2,0.734375,0,0.6249999218750099,0.5000001249999688,10.666666666666666,0.0,0.625,22
8,1,6,9,1,0.109375,0,0.12499998437500197,0.7500000624999844,24.0,0.0,0.125,21
4,1,9,7,1,0.109375,0,0.24999993750001562,0.7500000624999844,18.0,0.0,0.125,20
3,1,10,5,1,0.109375,0,0.33333322222225925,0.7500000624999844,15.0,0.0,0.125,10
6,3,9,6,2,0.484375,0,0.49999991666668053,0.5000001249999688,13.5,0.0,0.375,29
7,1,7,9,1,0.109375,0,0.1428571224489825,0.7500000624999844,24.5,0.0,0.125,29
8,9,8,7,4,2.859375,1,1.1249998593750177,2.499999375293882e-07,6.4,0.0,1.125,30
8,1,8,7,1,0.109375,0,0.12499998437500197,0.7500000624999844,32.0,0.0,0.125,31
8,0,9,5,0,0.0,0,0.0,1.0,72.0,0.0,0.0,35
3,9,12,4,4,2.109375,1,2.9999990000003334,2.499999375293882e-07,3.6,0.25,1.125,20
7,3,10,6,2,0.484375,0,0.4285713673469475,0.5000001249999688,17.5,0.0,0.375,40
6,9,11,4,4,2.109375,1,1.4999997500000417,2.499999375293882e-07,6.6,0.0,1.125,28
1,0,20,5,0,0.0,0,0.0,1.0,20.0,0.0,0.0,8
6,9,13,4,4,1.859375,1,1.4999997500000417,2.499999375293882e-07,7.8,0.0,1.125,40
1,8,26,4,4,2.25,1,7.9999920000080005,2.499999375293882e-07,2.888888888888889,0.375,1.0,10
5,1,14,5,1,0.109375,0,0.199999960000008,0.7500000624999844,35.0,0.0,0.125,39
7,6,10,4,4,1.9375,0,0.857142734693895,2.499999375293882e-07,10.0,0.0,0.75,35
3,4,15,4,2,0.5,1,1.333332888889037,0.5000001249999688,9.0,0.0,0.5,36
3,2,16,5,2,0.4375,0,0.6666664444445185,0.5000001249999688,16.0,0.0,0.25,36
8,9,12,4,4,1.859375,1,1.1249998593750177,2.499999375293882e-07,9.6,0.0,1.125,37
2,0,18,5,0,0.0,0,0.0,1.0,36.0,0.0,0.0,33
3,0,15,5,0,0.0,0,0.0,1.0,45.0,0.0,0.0,44
2,7,26,4,4,1.859375,1,3.499998250000875,2.499999375293882e-07,6.5,0.25,0.875,30
3,0,17,5,0,0.0,0,0.0,1.0,51.0,0.0,0.0,33
8,9,14,4,4,1.859375,1,1.1249998593750177,2.499999375293882e-07,11.2,0.0,1.125,46
3,0,21,5,0,0.0,0,0.0,1.0,63.0,0.0,0.0,30
4,12,16,3,4,2.0,1,2.9999992500001875,2.499999375293882e-07,4.923076923076923,0.125,1.5,42
3,0,23,5,0,0.0,0,0.0,1.0,69.0,0.0,0.0,36
2,8,28,4,4,1.75,1,3.999998000001,2.499999375293882e-07,6.222222222222222,0.25,1.0,32
2,0,25,5,0,0.0,0,0.0,1.0,50.0,0.0,0.0,31
3,9,31,4,4,1.859375,1,2.9999990000003334,2.499999375293882e-07,9.3,0.125,1.125,21
5,2,15,5,2,0.4375,0,0.399999920000016,0.5000001249999688,25.0,0.0,0.25,54
2,1,32,5,1,0.109375,0,0.499999750000125,0.7500000624999844,32.0,0.0,0.125,21
2,0,28,6,0,0.0,0,0.0,1.0,56.0,0.0,0.0,29
7,2,14,5,2,0.4375,0,0.285714244897965,0.5000001249999688,32.666666666666664,0.0,0.25,46
4,3,28,5,2,0.484375,0,0.7499998125000469,0.5000001249999688,28.0,0.0,0.375,27
4,3,29,5,2,0.484375,0,0.7499998125000469,0.5000001249999688,29.0,0.0,0.375,31
6,6,17,4,3,1.1875,1,0.9999998333333611,0.2500001874999531,14.571428571428571,0.0,0.75,58
3,1,35,5,1,0.109375,0,0.33333322222225925,0.7500000624999844,52.5,0.0,0.125,27
5,2,16,5,2,0.4375,0,0.399999920000016,0.5000001249999688,26.666666666666668,0.0,0.25,53
7,0,19,5,0,0.0,0,0.0,1.0,133.0,0.0,0.0,54
3,1,33,5,1,0.109375,0,0.33333322222225925,0.7500000624999844,49.5,0.0,0.125,25
5,0,26,5,0,0.0,0,0.0,1.0,130.0,0.0,0.0,57
8,0,22,5,0,0.0,0,0.0,1.0,176.0,0.0,0.0,58
8,0,17,5,0,0.0,0,0.0,1.0,136.0,0.0,0.0,61
5,0,26,5,0,0.0,0,0.0,1.0,130.0,0.0,0.0,59
7,0,27,6,0,0.0,0,0.0,1.0,189.0,0.0,0.0,60
8,0,24,5,0,0.0,0,0.0,1.0,192.0,0.0,0.0,59
7,0,27,5,0,0.0,0,0.0,1.0,189.0,0.0,0.0,62
5,6,27,6,3,1.1875,1,1.199999760000048,0.2500001874999531,19.285714285714285,0.0,0.75,54
5,1,29,7,1,0.109375,0,0.199999960000008,0.7500000624999844,72.5,0.0,0.125,59
4,1,28,7,1,0.109375,0,0.24999993750001562,0.7500000624999844,56.0,0.0,0.125,51
4,9,32,4,4,1.859375,1,2.2499994375001404,2.499999375293882e-07,12.8,0.125,1.125,57
7,1,27,7,1,0.109375,0,0.1428571224489825,0.7500000624999844,94.5,0.0,0.125,58
6,1,30,7,1,0.109375,0,0.16666663888889352,0.7500000624999844,90.0,0.0,0.125,63
6,1,34,5,1,0.109375,0,0.16666663888889352,0.7500000624999844,102.0,0.0,0.125,60
3,32,0,0,4,0.0,1,10.666663111112296,2.499999375293882e-07,0.0,1.0,4.0,0
3,32,1,0,4,0.0,1,10.666663111112296,2.499999375293882e-07,0.09090909090909091,1.0,4.0,0
2,20,0,3,4,3.75,1,9.9999950000025,2.499999375293882e-07,0.0,0.625,2.5,0
6,11,0,4,4,1.734375,1,1.8333330277778286,2.499999375293882e-07,0.0,0.0,1.375,0
6,26,0,2,4,1.9375,1,4.333332611111231,2.499999375293882e-07,0.0,0.0,3.25,0
6,11,1,4,4,1.734375,1,1.8333330277778286,2.499999375293882e-07,0.5,0.0,1.375,5
8,19,0,4,4,2.984375,1,2.374999703125037,2.499999375293882e-07,0.0,0.0,2.375,0
6,5,1,5,4,1.734375,0,0.8333331944444675,2.499999375293882e-07,1.0,0.0,0.625,5
2,21,0,3,4,2.734375,1,10.499994750002624,2.499999375293882e-07,0.0,0.75,2.625,0
6,5,2,5,4,1.734375,0,0.8333331944444675,2.499999375293882e-07,2.0,0.0,0.625,7
2,2,1,4,2,0.4375,1,0.99999950000025,0.5000001249999688,0.6666666666666666,0.125,0.25,0
8,5,3,5,4,1.734375,0,0.6249999218750099,2.499999375293882e-07,4.0,0.0,0.625,9
8,5,4,5,4,1.734375,0,0.6249999218750099,2.499999375293882e-07,5.333333333333333,0.0,0.625,9
8,19,2,3,4,1.734375,1,2.374999703125037,2.499999375293882e-07,0.8,0.0,2.375,1
1,2,7,5,2,0.4375,1,1.9999980000020001,0.5000001249999688,2.3333333333333335,0.125,0.25,3
1,1,4,5,1,0.109375,1,0.9999990000010001,0.7500000624999844,2.0,0.125,0.125,0
5,0,0,5,0,0.0,0,0.0,1.0,0.0,0.0,0.0,4
7,1,5,5,1,0.109375,0,0.1428571224489825,0.7500000624999844,17.5,0.0,0.125,6
2,1,0,5,1,0.109375,0,0.499999750000125,0.7500000624999844,0.0,0.0,0.125,6
8,1,2,5,1,0.109375,0,0.12499998437500197,0.7500000624999844,8.0,0.0,0.125,7
2,1,3,5,1,0.109375,0,0.499999750000125,0.7500000624999844,3.0,0.0,0.125,6
6,1,1,5,1,0.109375,0,0.16666663888889352,0.7500000624999844,3.0,0.0,0.125,6
5,0,6,6,0,0.0,0,0.0,1.0,30.0,0.0,0.0,13
3,0,8,6,0,0.0,0,0.0,1.0,24.0,0.0,0.0,10
3,0,8,8,0,0.0,0,0.0,1.0,24.0,0.0,0.0,8
1,0,7,8,0,0.0,0,0.0,1.0,7.0,0.0,0.0,3
8,2,8,5,2,0.4375,0,0.24999996875000394,0.5000001249999688,21.333333333333332,0.0,0.25,13
3,0,5,6,0,0.0,0,0.0,1.0,15.0,0.0,0.0,13
2,16,7,5,4,3.25,1,7.999996000002,2.499999375293882e-07,0.8235294117647058,0.5,2.0,8
7,0,5,8,0,0.0,0,0.0,1.0,35.0,0.0,0.0,12
7,2,5,8,2,0.4375,0,0.285714244897965,0.5000001249999688,11.666666666666666,0.0,0.25,15
3,9,9,5,4,1.609375,1,2.9999990000003334,2.499999375293882e-07,2.7,0.125,1.125,3
7,0,6,8,0,0.0,0,0.0,1.0,42.0,0.0,0.0,16
4,13,9,5,4,1.734375,1,3.2499991875002032,2.499999375293882e-07,2.5714285714285716,0.125,1.625,11
6,0,9,8,0,0.0,0,0.0,1.0,54.0,0.0,0.0,18
7,0,6,8,0,0.0,0,0.0,1.0,42.0,0.0,0.0,17
3,0,5,8,0,0.0,0,0.0,1.0,15.0,0.0,0.0,8
6,0,7,8,0,0.0,0,0.0,1.0,42.0,0.0,0.0,20
1,9,10,5,3,1.109375,1,8.999991000009,0.2500001874999531,1.0,0.625,1.125,0
1,1,12,7,1,0.109375,1,0.9999990000010001,0.7500000624999844,6.0,0.125,0.125,0
3,1,10,7,1,0.109375,0,0.33333322222225925,0.7500000624999844,15.0,0.0,0.125,5
1,0,12,8,0,0.0,0,0.0,1.0,12.0,0.0,0.0,4
6,0,8,8,0,0.0,0,0.0,1.0,48.0,0.0,0.0,24
8,7,5,7,3,1.109375,0,0.8749998906250137,0.2500001874999531,5.0,0.0,0.875,25
1,6,12,10,3,1.1875,1,5.999994000006001,0.2500001874999531,1.7142857142857142,0.375,0.75,0
1,3,12,7,2,0.484375,1,2.9999970000030003,0.5000001249999688,3.0,0.25,0.375,2
1,7,14,7,4,1.859375,1,6.9999930000070005,2.499999375293882e-07,1.75,0.375,0.875,3
1,10,15,7,3,0.9375,1,9.999990000010001,0.2500001874999531,1.3636363636363635,0.75,1.25,1
3,2,11,11,1,0.1875,0,0.6666664444445185,0.7500000624999844,11.0,0.0,0.25,2
4,0,8,7,0,0.0,0,0.0,1.0,32.0,0.0,0.0,27
3,7,15,7,4,1.859375,1,2.3333325555558146,2.499999375293882e-07,5.625,0.125,0.875,5
4,4,8,6,1,0.25,1,0.9999997500000625,0.7500000624999844,6.4,0.0,0.5,23
6,9,10,5,4,1.609375,1,1.4999997500000417,2.499999375293882e-07,6.0,0.0,1.125,29
4,3,9,6,2,0.484375,0,0.7499998125000469,0.5000001249999688,9.0,0.0,0.375,27
7,0,13,8,0,0.0,0,0.0,1.0,91.0,0.0,0.0,23
4,1,9,7,1,0.109375,0,0.24999993750001562,0.7500000624999844,18.0,0.0,0.125,25
6,7,12,7,3,1.109375,1,1.1666664722222546,0.2500001874999531,9.0,0.0,0.875,23
8,1,11,7,1,0.109375,0,0.12499998437500197,0.7500000624999844,44.0,0.0,0.125,34
1,3,13,10,2,0.484375,1,2.9999970000030003,0.5000001249999688,3.25,0.25,0.375,8
8,9,9,5,3,1.109375,1,1.1249998593750177,0.2500001874999531,7.2,0.0,1.125,38
6,10,14,7,3,0.9375,1,1.666666388888935,0.2500001874999531,7.636363636363637,0.0,1.25,29
4,4,13,9,2,0.5,1,0.9999997500000625,0.5000001249999688,10.4,0.0,0.5,9
5,10,16,7,3,0.9375,1,1.99999960000008,0.2500001874999531,7.2727272727272725,0.0,1.25,33
4,4,14,9,2,0.5,1,0.9999997500000625,0.5000001249999688,11.2,0.0,0.5,20
6,7,14,9,3,1.109375,1,1.1666664722222546,0.2500001874999531,10.5,0.0,0.875,34
1,0,14,7,0,0.0,0,0.0,1.0,14.0,0.0,0.0,2
3,0,14,10,0,0.0,0,0.0,1.0,42.0,0.0,0.0,22
1,2,14,8,2,0.4375,1,1.9999980000020001,0.5000001249999688,4.666666666666667,0.125,0.25,0
1,0,16,7,0,0.0,0,0.0,1.0,16.0,0.0,0.0,2
7,8,14,9,3,1.25,1,1.14285697959186,0.2500001874999531,10.88888888888889,0.0,1.0,24
1,7,15,8,3,0.859375,1,6.9999930000070005,0.2500001874999531,1.875,0.625,0.875,1
7,2,12,11,1,0.1875,0,0.285714244897965,0.7500000624999844,28.0,0.0,0.25,32
5,1,14,10,1,0.109375,0,0.199999960000008,0.7500000624999844,35.0,0.0,0.125,24
6,0,12,7,0,0.0,0,0.0,1.0,72.0,0.0,0.0,23
2,6,16,8,3,1.1875,1,2.99999850000075,0.2500001874999531,4.571428571428571,0.25,0.75,3
6,1,13,10,1,0.109375,0,0.16666663888889352,0.7500000624999844,39.0,0.0,0.125,25
3,17,16,4,4,1.109375,1,5.666664777778407,2.499999375293882e-07,2.6666666666666665,0.375,2.125,26
4,0,11,7,0,0.0,0,0.0,1.0,44.0,0.0,0.0,22
3,0,13,7,0,0.0,0,0.0,1.0,39.0,0.0,0.0,29
7,17,15,4,4,1.109375,1,2.4285710816327026,2.499999375293882e-07,5.833333333333333,0.0,2.125,26
4,0,14,7,0,0.0,0,0.0,1.0,56.0,0.0,0.0,28
7,0,14,7,0,0.0,0,0.0,1.0,98.0,0.0,0.0,24
7,10,15,5,3,1.4375,1,1.428571224489825,0.2500001874999531,9.545454545454545,0.0,1.25,30
4,0,15,7,0,0.0,0,0.0,1.0,60.0,0.0,0.0,17
3,8,14,7,3,1.75,1,2.666665777778074,0.2500001874999531,4.666666666666667,0.25,1.0,25
1,0,21,6,0,0.0,0,0.0,1.0,21.0,0.0,0.0,7
3,0,17,7,0,0.0,0,0.0,1.0,51.0,0.0,0.0,10
8,0,15,7,0,0.0,0,0.0,1.0,120.0,0.0,0.0,33
3,11,18,4,3,1.234375,1,3.6666654444448517,0.2500001874999531,4.5,0.25,1.375,18
1,0,21,6,0,0.0,0,0.0,1.0,21.0,0.0,0.0,14
5,5,15,8,3,0.984375,1,0.99999980000004,0.2500001874999531,12.5,0.0,0.625,35
6,7,14,8,3,0.859375,1,1.1666664722222546,0.2500001874999531,10.5,0.0,0.875,34
2,4,17,5,2,0.5,1,1.9999990000005,0.5000001249999688,6.8,0.125,0.5,21
6,5,13,8,3,0.984375,0,0.8333331944444675,0.2500001874999531,13.0,0.0,0.625,35
2,0,17,6,0,0.0,0,0.0,1.0,34.0,0.0,0.0,22
7,5,14,8,3,0.984375,0,0.7142856122449125,0.2500001874999531,16.333333333333332,0.0,0.625,45
5,6,15,8,3,1.1875,1,1.199999760000048,0.2500001874999531,10.714285714285714,0.0,0.75,48
6,5,16,6,2,0.484375,0,0.8333331944444675,0.5000001249999688,16.0,0.0,0.625,47
7,7,16,6,3,1.109375,1,0.9999998571428775,0.2500001874999531,14.0,0.0,0.875,47
4,0,15,7,0,0.0,0,0.0,1.0,60.0,0.0,0.0,32
6,2,18,6,1,0.1875,0,0.33333327777778704,0.7500000624999844,36.0,0.0,0.25,51
6,2,17,6,1,0.1875,0,0.33333327777778704,0.7500000624999844,34.0,0.0,0.25,55
7,2,16,6,1,0.1875,0,0.285714244897965,0.7500000624999844,37.333333333333336,0.0,0.25,49
5,0,19,6,0,0.0,0,0.0,1.0,95.0,0.0,0.0,44
4,0,16,7,0,0.0,0,0.0,1.0,64.0,0.0,0.0,50
7,0,20,6,0,0.0,0,0.0,1.0,140.0,0.0,0.0,48
8,0,20,6,0,0.0,0,0.0,1.0,160.0,0.0,0.0,48
4,4,16,5,2,0.5,1,0.9999997500000625,0.5000001249999688,12.8,0.0,0.5,43
4,0,18,6,0,0.0,0,0.0,1.0,72.0,0.0,0.0,44
3,32,2,0,4,0.0,1,10.666663111112296,2.499999375293882e-07,0.18181818181818182,1.0,4.0,0
7,32,1,0,4,0.0,1,4.57142791836744,2.499999375293882e-07,0.21212121212121213,0.0,4.0,0
1,32,3,0,4,0.0,1,31.999968000032002,2.499999375293882e-07,0.09090909090909091,1.0,4.0,0
6,14,0,5,4,3.4375,1,2.3333329444445092,2.499999375293882e-07,0.0,0.0,1.75,0
2,9,1,6,4,1.859375,1,4.499997750001125,2.499999375293882e-07,0.2,0.375,1.125,0
1,9,2,6,4,1.859375,1,8.999991000009,2.499999375293882e-07,0.2,0.5,1.125,0
4,32,4,0,4,0.0,1,7.9999980000005,2.499999375293882e-07,0.48484848484848486,1.0,4.0,0
6,5,0,7,4,1.734375,0,0.8333331944444675,2.499999375293882e-07,0.0,0.0,0.625,2
3,14,1,5,4,3.4375,1,4.666665111111629,2.499999375293882e-07,0.2,0.375,1.75,0
5,13,0,4,3,1.234375,1,2.599999480000104,0.2500001874999531,0.0,0.0,1.625,0
2,3,0,5,3,0.984375,1,1.499999250000375,0.2500001874999531,0.0,0.125,0.375,0
5,2,0,9,2,0.4375,0,0.399999920000016,0.5000001249999688,0.0,0.0,0.25,1
8,13,1,4,3,1.234375,1,1.6249997968750256,0.2500001874999531,0.5714285714285714,0.0,1.625,0
4,9,0,6,4,1.859375,1,2.2499994375001404,2.499999375293882e-07,0.0,0.125,1.125,0
7,10,0,5,4,1.6875,1,1.428571224489825,2.499999375293882e-07,0.0,0.0,1.25,0
5,18,0,3,4,2.1875,1,3.599999280000144,2.499999375293882e-07,0.0,0.0,2.25,0
6,3,1,5,3,0.984375,0,0.49999991666668053,0.2500001874999531,1.5,0.0,0.375,4
1,2,0,5,2,0.4375,1,1.9999980000020001,0.5000001249999688,0.0,0.125,0.25,0
7,8,0,6,4,2.0,1,1.14285697959186,2.499999375293882e-07,0.0,0.0,1.0,0
1,1,0,7,1,0.109375,1,0.9999990000010001,0.7500000624999844,0.0,0.125,0.125,0
2,13,0,4,4,1.984375,1,6.499996750001625,2.499999375293882e-07,0.0,0.625,1.625,0
3,13,1,4,4,1.984375,1,4.33333188888937,2.499999375293882e-07,0.21428571428571427,0.25,1.625,0
6,6,0,7,3,1.6875,1,0.9999998333333611,0.2500001874999531,0.0,0.0,0.75,0
2,12,0,6,4,1.5,1,5.9999970000015,2.499999375293882e-07,0.0,0.5,1.5,0
8,16,1,6,4,1.75,1,1.9999997500000315,2.499999375293882e-07,0.47058823529411764,0.0,2.0,0
5,16,0,6,4,1.75,1,3.199999360000128,2.499999375293882e-07,0.0,0.0,2.0,0
5,11,0,6,4,2.484375,1,2.199999560000088,2.499999375293882e-07,0.0,0.0,1.375,0
4,0,1,8,0,0.0,0,0.0,1.0,4.0,0.0,0.0,6
1,1,3,7,1,0.109375,1,0.9999990000010001,0.7500000624999844,1.5,0.125,0.125,0
5,1,3,7,1,0.109375,0,0.199999960000008,0.7500000624999844,7.5,0.0,0.125,6
3,1,2,7,1,0.109375,0,0.33333322222225925,0.7500000624999844,3.0,0.0,0.125,9
1,12,3,5,3,0.75,1,11.999988000012001,0.2500001874999531,0.23076923076923078,0.875,1.5,0
1,3,7,6,2,0.484375,1,2.9999970000030003,0.5000001249999688,1.75,0.25,0.375,0
8,1,4,7,1,0.109375,0,0.12499998437500197,0.7500000624999844,16.0,0.0,0.125,11
3,1,4,7,1,0.109375,0,0.33333322222225925,0.7500000624999844,6.0,0.0,0.125,8
7,0,0,8,0,0.0,0,0.0,1.0,0.0,0.0,0.0,12
7,0,1,8,0,0.0,0,0.0,1.0,7.0,0.0,0.0,14
3,2,7,7,1,0.1875,0,0.6666664444445185,0.7500000624999844,7.0,0.0,0.25,4
7,2,2,7,1,0.1875,0,0.285714244897965,0.7500000624999844,4.666666666666667,0.0,0.25,7
5,3,6,6,2,0.484375,0,0.599999880000024,0.5000001249999688,7.5,0.0,0.375,5
8,4,2,7,2,0.75,0,0.4999999375000079,0.5000001249999688,3.2,0.0,0.5,14
4,1,8,6,1,0.109375,0,0.24999993750001562,0.7500000624999844,16.0,0.0,0.125,11
1,1,9,6,1,0.109375,1,0.9999990000010001,0.7500000624999844,4.5,0.125,0.125,0
1,2,9,5,1,0.1875,1,1.9999980000020001,0.7500000624999844,3.0,0.25,0.25,0
6,10,5,5,3,1.1875,1,1.666666388888935,0.2500001874999531,2.727272727272727,0.0,1.25,22
6,10,4,5,3,1.1875,1,1.666666388888935,0.2500001874999531,2.1818181818181817,0.0,1.25,15
2,3,9,5,2,0.484375,1,1.499999250000375,0.5000001249999688,4.5,0.125,0.375,0
4,1,8,6,1,0.109375,0,0.24999993750001562,0.7500000624999844,16.0,0.0,0.125,6
8,4,3,7,2,0.75,0,0.4999999375000079,0.5000001249999688,4.8,0.0,0.5,23
7,5,8,6,2,0.484375,0,0.7142856122449125,0.5000001249999688,9.333333333333334,0.0,0.625,24
5,1,7,6,1,0.109375,0,0.199999960000008,0.7500000624999844,17.5,0.0,0.125,21
5,12,9,4,3,0.75,1,2.399999520000096,0.2500001874999531,3.4615384615384617,0.0,1.5,15
6,1,8,7,1,0.109375,0,0.16666663888889352,0.7500000624999844,24.0,0.0,0.125,20
2,1,13,5,1,0.109375,0,0.499999750000125,0.7500000624999844,13.0,0.0,0.125,1
4,1,9,6,1,0.109375,0,0.24999993750001562,0.7500000624999844,18.0,0.0,0.125,6
6,0,8,7,0,0.0,0,0.0,1.0,48.0,0.0,0.0,20
6,3,8,5,2,0.484375,0,0.49999991666668053,0.5000001249999688,12.0,0.0,0.375,16
6,12,8,5,3,1.25,1,1.9999996666667221,0.2500001874999531,3.6923076923076925,0.0,1.5,18
8,3,5,6,2,0.484375,0,0.3749999531250059,0.5000001249999688,10.0,0.0,0.375,37
7,1,7,7,1,0.109375,0,0.1428571224489825,0.7500000624999844,24.5,0.0,0.125,25
8,0,7,7,0,0.0,0,0.0,1.0,56.0,0.0,0.0,26
2,0,13,6,0,0.0,0,0.0,1.0,26.0,0.0,0.0,2
6,3,10,5,2,0.484375,0,0.49999991666668053,0.5000001249999688,15.0,0.0,0.375,28
6,1,10,6,1,0.109375,0,0.16666663888889352,0.7500000624999844,30.0,0.0,0.125,26
8,6,9,5,2,0.6875,0,0.7499999062500118,0.5000001249999688,10.285714285714286,0.0,0.75,26
2,8,21,4,3,1.25,1,3.999998000001,0.2500001874999531,4.666666666666667,0.375,1.0,3
2,1,17,5,1,0.109375,0,0.499999750000125,0.7500000624999844,17.0,0.0,0.125,6
5,3,12,5,1,0.234375,0,0.599999880000024,0.7500000624999844,15.0,0.0,0.375,32
6,1,11,6,1,0.109375,0,0.16666663888889352,0.7500000624999844,33.0,0.0,0.125,29
3,16,14,3,4,1.25,1,5.333331555556148,2.499999375293882e-07,2.4705882352941178,0.25,2.0,29
8,1,12,5,1,0.109375,0,0.12499998437500197,0.7500000624999844,48.0,0.0,0.125,40
6,6,11,5,2,0.6875,1,0.9999998333333611,0.5000001249999688,9.428571428571429,0.0,0.75,32
1,0,19,7,0,0.0,0,0.0,1.0,19.0,0.0,0.0,10
3,0,11,6,0,0.0,0,0.0,1.0,33.0,0.0,0.0,37
3,2,16,5,1,0.1875,0,0.6666664444445185,0.7500000624999844,16.0,0.0,0.25,31
