job_gpu,total_free,queue_length,running_jobs,max_free_node,variance_free,can_fit_now,gpu_fit_ratio,fragmentation,queue_pressure,node_availability,avg_free_per_node,wait_time
7,2,13,5,2,0.4375,0,0.285714244897965,0.6614378277661477,28.333333333333332,0.0,0.25,56
6,5,14,4,4,1.734375,0,0.8333331944444675,1.3169567191065923,14.833333333333334,0.0,0.625,51
4,1,16,5,1,0.109375,0,0.24999993750001562,0.33071891388307384,51.5,0.0,0.125,59
8,8,14,4,4,2.0,1,0.9999998750000157,1.4142135623730951,10.0,0.0,1.0,63
8,1,14,5,1,0.109375,0,0.12499998437500197,0.33071891388307384,45.5,0.0,0.125,69
6,1,17,5,1,0.109375,0,0.16666663888889352,0.33071891388307384,53.5,0.0,0.125,67
4,8,17,4,4,2.0,1,1.0,1.4142135623730951,12.11111111111111,0.125,1.0,66
5,2,17,5,2,0.4375,0,0.399999920000016,0.6614378277661477,35.666666666666664,0.0,0.25,68
8,2,18,5,2,0.4375,0,0.24999996875000394,0.6614378277661477,37.333333333333336,0.0,0.25,70
8,0,18,5,0,0.0,0,0.0,0.0,111.0,0.0,0.0,72
4,0,21,5,0,0.0,0,0.0,0.0,130.0,0.0,0.0,74
5,0,19,5,0,0.0,0,0.0,0.0,119.0,0.0,0.0,77
6,0,17,5,0,0.0,0,0.0,0.0,105.0,0.0,0.0,72
6,0,20,5,0,0.0,0,0.0,0.0,124.0,0.0,0.0,77
5,0,22,5,0,0.0,0,0.0,0.0,137.0,0.0,0.0,79
8,0,22,5,0,0.0,0,0.0,0.0,134.0,0.0,0.0,84
5,0,24,5,0,0.0,0,0.0,0.0,150.0,0.0,0.0,76
4,0,25,5,0,0.0,0,0.0,0.0,155.0,0.0,0.0,84
8,0,21,5,0,0.0,0,0.0,0.0,129.0,0.0,0.0,85
7,0,25,5,0,0.0,0,0.0,0.0,155.0,0.0,0.0,82
8,0,23,5,0,0.0,0,0.0,0.0,142.0,0.0,0.0,100
7,0,26,5,0,0.0,0,0.0,0.0,162.0,0.0,0.0,99
6,0,27,5,0,0.0,0,0.0,0.0,169.0,0.0,0.0,103
4,8,28,4,4,2.0,1,1.0,1.4142135623730951,19.22222222222222,0.125,1.0,94
8,0,28,5,0,0.0,0,0.0,0.0,169.0,0.0,0.0,106
5,0,28,5,0,0.0,0,0.0,0.0,175.0,0.0,0.0,95
8,0,29,5,0,0.0,0,0.0,0.0,177.0,0.0,0.0,107
6,0,30,5,0,0.0,0,0.0,0.0,185.0,0.0,0.0,109
5,0,34,5,0,0.0,0,0.0,0.0,210.0,0.0,0.0,111
8,0,32,5,0,0.0,0,0.0,0.0,195.0,0.0,0.0,115
7,0,33,5,0,0.0,0,0.0,0.0,203.0,0.0,0.0,119
4,0,31,5,0,0.0,0,0.0,0.0,191.0,0.0,0.0,114
5,2,32,5,2,0.4375,0,0.399999920000016,0.6614378277661477,65.33333333333333,0.0,0.25,113
5,2,33,5,2,0.4375,0,0.399999920000016,0.6614378277661477,67.0,0.0,0.25,115
6,2,34,5,2,0.4375,0,0.33333327777778704,0.6614378277661477,68.66666666666667,0.0,0.25,114
7,8,32,4,4,3.0,1,1.0,1.7320508075688772,21.666666666666668,0.0,1.0,114
4,3,42,5,2,0.484375,0,0.7499998125000469,0.6959705453537527,64.75,0.0,0.375,98
5,2,36,5,2,0.4375,0,0.399999920000016,0.6614378277661477,72.66666666666667,0.0,0.25,114
5,11,40,4,4,1.734375,1,1.0,1.3169567191065923,20.666666666666668,0.0,1.375,115
5,2,37,5,2,0.4375,0,0.399999920000016,0.6614378277661477,75.66666666666667,0.0,0.25,116
8,2,37,5,2,0.4375,0,0.24999996875000394,0.6614378277661477,74.33333333333333,0.0,0.25,134
6,2,35,5,2,0.4375,0,0.33333327777778704,0.6614378277661477,70.66666666666667,0.0,0.25,128
6,2,38,5,2,0.4375,0,0.33333327777778704,0.6614378277661477,77.33333333333333,0.0,0.25,125
6,7,39,4,3,1.359375,1,1.0,1.165922381636102,29.75,0.0,0.875,132
6,3,43,5,2,0.484375,0,0.49999991666668053,0.6959705453537527,65.75,0.0,0.375,128
8,7,40,4,3,1.359375,0,0.8749998906250137,1.165922381636102,30.5,0.0,0.875,142
4,7,44,4,2,0.859375,1,1.0,0.9270248108869579,33.625,0.0,0.875,138
7,3,41,5,2,0.484375,0,0.4285713673469475,0.6959705453537527,63.0,0.0,0.375,149
4,8,45,4,4,1.75,1,1.0,1.3228756555322954,30.444444444444443,0.125,1.0,146
7,3,40,5,2,0.484375,0,0.4285713673469475,0.6959705453537527,61.25,0.0,0.375,142
7,7,45,4,2,0.859375,1,0.9999998571428775,0.9270248108869579,34.125,0.0,0.875,150
8,8,46,4,4,1.75,1,0.9999998750000157,1.3228756555322954,30.88888888888889,0.0,1.0,159
5,1,46,5,1,0.109375,0,0.199999960000008,0.33071891388307384,139.5,0.0,0.125,154
6,1,46,5,1,0.109375,0,0.16666663888889352,0.33071891388307384,140.5,0.0,0.125,164
5,6,46,4,4,1.9375,1,1.0,1.3919410907075054,39.714285714285715,0.0,0.75,155
7,6,47,4,4,1.9375,0,0.857142734693895,1.3919410907075054,40.42857142857143,0.0,0.75,162
8,1,47,5,1,0.109375,0,0.12499998437500197,0.33071891388307384,142.0,0.0,0.125,167
6,9,48,4,4,1.859375,1,1.0,1.3635890143294642,29.2,0.0,1.125,163
7,9,49,4,4,1.859375,1,1.0,1.3635890143294642,29.8,0.0,1.125,171
8,3,46,5,2,0.484375,0,0.3749999531250059,0.6959705453537527,70.25,0.0,0.375,167
5,3,45,5,2,0.484375,0,0.599999880000024,0.6959705453537527,69.0,0.0,0.375,160
6,0,45,5,0,0.0,0,0.0,0.0,277.0,0.0,0.0,146
7,3,47,5,2,0.484375,0,0.4285713673469475,0.6959705453537527,72.25,0.0,0.375,171
4,0,47,5,0,0.0,0,0.0,0.0,291.0,0.0,0.0,153
7,3,48,5,2,0.484375,0,0.4285713673469475,0.6959705453537527,74.0,0.0,0.375,175
8,0,46,5,0,0.0,0,0.0,0.0,283.0,0.0,0.0,171
7,0,48,5,0,0.0,0,0.0,0.0,295.0,0.0,0.0,168
5,0,49,5,0,0.0,0,0.0,0.0,302.0,0.0,0.0,166
5,0,50,5,0,0.0,0,0.0,0.0,307.0,0.0,0.0,169
6,0,51,5,0,0.0,0,0.0,0.0,315.0,0.0,0.0,183
6,0,50,5,0,0.0,0,0.0,0.0,309.0,0.0,0.0,174
8,7,50,4,4,1.859375,0,0.8749998906250137,1.3635890143294642,38.5,0.0,0.875,181
4,0,57,5,0,0.0,0,0.0,0.0,357.0,0.0,0.0,183
7,0,52,5,0,0.0,0,0.0,0.0,321.0,0.0,0.0,183
8,0,53,5,0,0.0,0,0.0,0.0,328.0,0.0,0.0,203
6,0,54,5,0,0.0,0,0.0,0.0,336.0,0.0,0.0,191
7,0,55,5,0,0.0,0,0.0,0.0,342.0,0.0,0.0,191
7,0,58,5,0,0.0,0,0.0,0.0,361.0,0.0,0.0,203
4,8,59,4,4,2.0,1,1.0,1.4142135623730951,41.111111111111114,0.125,1.0,190
5,0,58,5,0,0.0,0,0.0,0.0,365.0,0.0,0.0,203
7,0,59,5,0,0.0,0,0.0,0.0,368.0,0.0,0.0,212
8,0,56,5,0,0.0,0,0.0,0.0,349.0,0.0,0.0,209
7,0,57,5,0,0.0,0,0.0,0.0,358.0,0.0,0.0,209
6,1,59,5,1,0.109375,0,0.16666663888889352,0.33071891388307384,183.5,0.0,0.125,217
8,32,1,0,4,0.0,1,1.0,0.0,0.24242424242424243,0.0,4.0,0
8,32,0,0,4,0.0,1,1.0,0.0,0.0,0.0,4.0,0
8,16,0,2,4,4.0,1,1.0,2.0,0.0,0.0,2.0,0
8,8,0,3,4,3.0,1,0.9999998750000157,1.7320508075688772,0.0,0.0,1.0,0
7,8,1,3,4,3.0,1,1.0,1.7320508075688772,0.8888888888888888,0.0,1.0,5
8,0,2,4,0,0.0,0,0.0,0.0,14.0,0.0,0.0,12
7,0,1,4,0,0.0,0,0.0,0.0,7.0,0.0,0.0,10
4,2,11,4,2,0.4375,0,0.49999987500003124,0.6614378277661477,23.0,0.0,0.25,13
6,0,3,4,0,0.0,0,0.0,0.0,22.0,0.0,0.0,18
5,0,4,4,0,0.0,0,0.0,0.0,28.0,0.0,0.0,26
5,8,5,3,4,3.0,1,1.0,1.7320508075688772,3.6666666666666665,0.0,1.0,26
7,1,5,4,1,0.109375,0,0.1428571224489825,0.33071891388307384,15.5,0.0,0.125,28
4,2,10,4,2,0.4375,0,0.49999987500003124,0.6614378277661477,21.666666666666668,0.0,0.25,4
5,2,12,4,2,0.4375,0,0.399999920000016,0.6614378277661477,24.333333333333332,0.0,0.25,24
6,2,8,4,2,0.4375,0,0.33333327777778704,0.6614378277661477,17.333333333333332,0.0,0.25,31
6,1,6,4,1,0.109375,0,0.16666663888889352,0.33071891388307384,19.0,0.0,0.125,37
7,1,7,4,1,0.109375,0,0.1428571224489825,0.33071891388307384,22.0,0.0,0.125,34
8,2,7,4,1,0.1875,0,0.24999996875000394,0.4330127018922193,14.666666666666666,0.0,0.25,32
5,2,14,4,2,0.4375,0,0.399999920000016,0.6614378277661477,28.0,0.0,0.25,33
6,2,13,4,2,0.4375,0,0.33333327777778704,0.6614378277661477,26.0,0.0,0.25,42
5,10,15,3,4,2.9375,1,1.0,1.713913650100261,8.090909090909092,0.0,1.25,46
7,2,9,4,2,0.4375,0,0.285714244897965,0.6614378277661477,19.333333333333332,0.0,0.25,54
8,2,8,4,1,0.1875,0,0.24999996875000394,0.4330127018922193,17.333333333333332,0.0,0.25,55
5,0,15,5,0,0.0,0,0.0,0.0,91.0,0.0,0.0,47
7,0,14,5,0,0.0,0,0.0,0.0,84.0,0.0,0.0,54
5,0,18,5,0,0.0,0,0.0,0.0,110.0,0.0,0.0,50
6,0,19,5,0,0.0,0,0.0,0.0,115.0,0.0,0.0,56
6,0,17,5,0,0.0,0,0.0,0.0,104.0,0.0,0.0,55
8,0,16,5,0,0.0,0,0.0,0.0,96.0,0.0,0.0,59
4,0,20,5,0,0.0,0,0.0,0.0,121.0,0.0,0.0,61
6,1,19,6,1,0.109375,0,0.16666663888889352,0.33071891388307384,58.0,0.0,0.125,63
7,1,20,6,1,0.109375,0,0.1428571224489825,0.33071891388307384,61.0,0.0,0.125,68
7,1,21,6,1,0.109375,0,0.1428571224489825,0.33071891388307384,64.5,0.0,0.125,70
5,7,21,4,4,2.359375,1,1.0,1.5360257159305635,15.625,0.0,0.875,64
7,8,23,5,4,2.25,1,1.0,1.5,15.777777777777779,0.0,1.0,74
6,1,22,6,1,0.109375,0,0.16666663888889352,0.33071891388307384,68.0,0.0,0.125,74
6,5,25,5,3,1.234375,0,0.8333331944444675,1.1110243021644486,26.166666666666668,0.0,0.625,73
5,5,26,5,3,1.234375,1,0.99999980000004,1.1110243021644486,27.166666666666668,0.0,0.625,77
7,1,23,6,1,0.109375,0,0.1428571224489825,0.33071891388307384,71.0,0.0,0.125,78
8,0,26,6,0,0.0,0,0.0,0.0,163.0,0.0,0.0,83
8,1,24,6,1,0.109375,0,0.12499998437500197,0.33071891388307384,74.5,0.0,0.125,81
4,0,25,5,0,0.0,0,0.0,0.0,159.0,0.0,0.0,74
8,0,28,6,0,0.0,0,0.0,0.0,178.0,0.0,0.0,96
8,5,26,4,3,1.234375,0,0.6249999218750099,1.1110243021644486,27.166666666666668,0.0,0.625,88
5,0,26,5,0,0.0,0,0.0,0.0,166.0,0.0,0.0,83
6,0,28,5,0,0.0,0,0.0,0.0,179.0,0.0,0.0,91
4,0,29,5,0,0.0,0,0.0,0.0,184.0,0.0,0.0,88
7,0,27,6,0,0.0,0,0.0,0.0,171.0,0.0,0.0,96
8,0,27,5,0,0.0,0,0.0,0.0,171.0,0.0,0.0,93
7,0,30,5,0,0.0,0,0.0,0.0,188.0,0.0,0.0,97
5,6,29,4,4,1.9375,1,1.0,1.3919410907075054,26.428571428571427,0.0,0.75,97
4,6,32,4,4,1.9375,1,1.0,1.3919410907075054,29.0,0.125,0.75,97
8,0,31,5,0,0.0,0,0.0,0.0,195.0,0.0,0.0,101
8,8,32,4,4,2.25,1,0.9999998750000157,1.5,22.444444444444443,0.0,1.0,101
7,0,32,5,0,0.0,0,0.0,0.0,202.0,0.0,0.0,104
8,7,34,4,4,2.359375,0,0.8749998906250137,1.5360257159305635,26.5,0.0,0.875,107
4,1,32,5,1,0.109375,0,0.24999993750001562,0.33071891388307384,102.0,0.0,0.125,104
4,1,33,5,1,0.109375,0,0.24999993750001562,0.33071891388307384,104.0,0.0,0.125,108
7,0,33,5,0,0.0,0,0.0,0.0,209.0,0.0,0.0,113
6,7,35,4,4,2.359375,1,1.0,1.5360257159305635,27.5,0.0,0.875,117
5,0,36,5,0,0.0,0,0.0,0.0,223.0,0.0,0.0,118
5,5,35,4,4,1.734375,1,0.99999980000004,1.3169567191065923,36.5,0.0,0.625,118
4,0,35,5,0,0.0,0,0.0,0.0,219.0,0.0,0.0,117
4,0,37,5,0,0.0,0,0.0,0.0,231.0,0.0,0.0,115
7,0,37,5,0,0.0,0,0.0,0.0,228.0,0.0,0.0,129
4,0,38,5,0,0.0,0,0.0,0.0,235.0,0.0,0.0,123
8,0,38,5,0,0.0,0,0.0,0.0,235.0,0.0,0.0,131
8,6,37,4,4,1.6875,0,0.7499999062500118,1.299038105676658,32.714285714285715,0.0,0.75,131
4,9,38,4,3,2.109375,1,1.0,1.4523687548277813,23.5,0.0,1.125,125
7,9,37,4,3,2.109375,1,1.0,1.4523687548277813,22.8,0.0,1.125,122
4,7,39,4,4,2.359375,1,1.0,1.5360257159305635,29.875,0.125,0.875,132
8,2,38,5,2,0.4375,0,0.24999996875000394,0.6614378277661477,77.33333333333333,0.0,0.25,129
5,3,38,5,2,0.484375,0,0.599999880000024,0.6959705453537527,58.25,0.0,0.375,127
4,13,45,3,4,2.234375,1,1.0,1.4947825928876748,19.428571428571427,0.25,1.625,114
4,0,44,5,0,0.0,0,0.0,0.0,263.0,0.0,0.0,117
6,3,40,5,2,0.484375,0,0.49999991666668053,0.6959705453537527,60.75,0.0,0.375,139
7,3,41,5,2,0.484375,0,0.4285713673469475,0.6959705453537527,62.25,0.0,0.375,145
5,3,39,5,2,0.484375,0,0.599999880000024,0.6959705453537527,59.5,0.0,0.375,134
6,7,43,4,3,1.609375,1,1.0,1.2686114456365274,32.75,0.0,0.875,153
6,3,42,5,2,0.484375,0,0.49999991666668053,0.6959705453537527,64.0,0.0,0.375,147
4,0,51,5,0,0.0,0,0.0,0.0,304.0,0.0,0.0,111
4,0,52,5,0,0.0,0,0.0,0.0,308.0,0.0,0.0,113
5,0,43,5,0,0.0,0,0.0,0.0,262.0,0.0,0.0,156
5,0,44,5,0,0.0,0,0.0,0.0,267.0,0.0,0.0,160
7,7,43,4,4,1.609375,1,0.9999998571428775,1.2686114456365274,32.75,0.0,0.875,156
7,1,44,5,1,0.109375,0,0.1428571224489825,0.33071891388307384,132.5,0.0,0.125,159
7,0,46,5,0,0.0,0,0.0,0.0,275.0,0.0,0.0,154
6,6,47,4,3,1.1875,1,0.9999998333333611,1.0897247358851685,40.285714285714285,0.0,0.75,160
6,0,45,5,0,0.0,0,0.0,0.0,272.0,0.0,0.0,163
5,0,49,5,0,0.0,0,0.0,0.0,295.0,0.0,0.0,150
6,6,48,4,3,1.1875,1,0.9999998333333611,1.0897247358851685,41.142857142857146,0.0,0.75,164
6,6,49,4,3,1.1875,1,0.9999998333333611,1.0897247358851685,42.0,0.0,0.75,172
8,0,45,5,0,0.0,0,0.0,0.0,267.0,0.0,0.0,165
7,0,48,5,0,0.0,0,0.0,0.0,288.0,0.0,0.0,168
5,0,50,5,0,0.0,0,0.0,0.0,300.0,0.0,0.0,172
6,0,51,5,0,0.0,0,0.0,0.0,305.0,0.0,0.0,176
8,0,53,5,0,0.0,0,0.0,0.0,317.0,0.0,0.0,177
6,0,52,5,0,0.0,0,0.0,0.0,311.0,0.0,0.0,179
5,12,55,3,4,2.5,1,1.0,1.5811388300841898,25.23076923076923,0.0,1.5,174
7,0,50,5,0,0.0,0,0.0,0.0,297.0,0.0,0.0,176
8,0,54,5,0,0.0,0,0.0,0.0,320.0,0.0,0.0,185
8,0,53,5,0,0.0,0,0.0,0.0,312.0,0.0,0.0,181
4,8,55,4,4,1.75,1,1.0,1.3228756555322954,36.44444444444444,0.125,1.0,178
4,2,55,5,2,0.4375,0,0.49999987500003124,0.6614378277661477,108.66666666666667,0.0,0.25,181
5,2,56,5,2,0.4375,0,0.399999920000016,0.6614378277661477,110.0,0.0,0.25,198
6,8,55,4,4,2.25,1,1.0,1.5,36.333333333333336,0.0,1.0,187
7,8,54,4,4,1.75,1,1.0,1.3228756555322954,35.666666666666664,0.0,1.0,198
8,2,57,5,2,0.4375,0,0.24999996875000394,0.6614378277661477,111.66666666666667,0.0,0.25,199
7,8,55,4,4,2.25,1,1.0,1.5,36.111111111111114,0.0,1.0,192
7,0,55,5,0,0.0,0,0.0,0.0,324.0,0.0,0.0,193
6,32,0,0,4,0.0,1,1.0,0.0,0.0,0.0,4.0,0
4,21,0,2,4,3.234375,1,1.0,1.79843682124227,0.0,0.625,2.625,0
5,26,0,1,4,1.9375,1,1.0,1.3919410907075054,0.0,0.0,3.25,0
5,17,0,3,4,3.609375,1,1.0,1.899835519196333,0.0,0.0,2.125,0
6,10,1,4,4,2.9375,1,1.0,1.713913650100261,0.7272727272727273,0.0,1.25,2
8,12,0,4,4,3.75,1,1.0,1.9364916731037085,0.0,0.0,1.5,0
8,10,0,4,4,2.9375,1,1.0,1.713913650100261,0.0,0.0,1.25,0
5,6,2,4,3,1.1875,1,1.0,1.0897247358851685,2.0,0.0,0.75,1
4,5,1,4,4,1.734375,1,1.0,1.3169567191065923,1.3333333333333333,0.125,0.625,0
7,1,1,5,1,0.109375,0,0.1428571224489825,0.33071891388307384,4.0,0.0,0.125,5
8,2,1,5,2,0.4375,0,0.24999996875000394,0.6614378277661477,2.0,0.0,0.25,15
6,7,4,4,3,1.109375,1,1.0,1.0532687216470449,3.375,0.0,0.875,11
4,1,2,5,1,0.109375,0,0.24999993750001562,0.33071891388307384,7.5,0.0,0.125,7
8,7,3,4,3,1.109375,0,0.8749998906250137,1.0532687216470449,2.375,0.0,0.875,7
4,8,4,4,4,3.0,1,1.0,1.7320508075688772,2.888888888888889,0.25,1.0,5
4,1,2,5,1,0.109375,0,0.24999993750001562,0.33071891388307384,6.5,0.0,0.125,13
7,8,4,4,4,2.0,1,1.0,1.4142135623730951,2.4444444444444446,0.0,1.0,7
7,1,3,5,1,0.109375,0,0.1428571224489825,0.33071891388307384,8.5,0.0,0.125,20
5,3,4,5,2,0.484375,0,0.599999880000024,0.6959705453537527,6.0,0.0,0.375,3
4,0,5,6,0,0.0,0,0.0,0.0,34.0,0.0,0.0,3
6,3,2,5,2,0.484375,0,0.49999991666668053,0.6959705453537527,2.75,0.0,0.375,17
6,3,5,5,2,0.484375,0,0.49999991666668053,0.6959705453537527,7.25,0.0,0.375,21
4,10,7,4,4,2.1875,1,1.0,1.479019945774904,4.545454545454546,0.125,1.25,4
7,3,3,5,2,0.484375,0,0.4285713673469475,0.6959705453537527,4.25,0.0,0.375,21
5,10,8,4,4,2.1875,1,1.0,1.479019945774904,4.909090909090909,0.0,1.25,10
6,3,4,5,2,0.484375,0,0.49999991666668053,0.6959705453537527,7.0,0.0,0.375,28
7,0,6,6,0,0.0,0,0.0,0.0,38.0,0.0,0.0,32
8,0,4,6,0,0.0,0,0.0,0.0,26.0,0.0,0.0,28
5,0,9,6,0,0.0,0,0.0,0.0,61.0,0.0,0.0,16
6,3,8,5,2,0.484375,0,0.49999991666668053,0.6959705453537527,13.0,0.0,0.375,28
6,0,8,6,0,0.0,0,0.0,0.0,55.0,0.0,0.0,29
6,4,10,5,2,0.5,0,0.6666665555555741,0.7071067811865476,13.2,0.0,0.5,29
5,4,9,5,2,0.5,0,0.799999840000032,0.7071067811865476,12.2,0.0,0.5,28
7,3,9,5,2,0.484375,0,0.4285713673469475,0.6959705453537527,14.5,0.0,0.375,33
8,3,5,5,2,0.484375,0,0.3749999531250059,0.6959705453537527,8.5,0.0,0.375,41
8,3,6,5,2,0.484375,0,0.3749999531250059,0.6959705453537527,10.5,0.0,0.375,56
6,2,10,5,1,0.1875,0,0.33333327777778704,0.4330127018922193,21.333333333333332,0.0,0.25,45
4,1,11,5,1,0.109375,0,0.24999993750001562,0.33071891388307384,38.0,0.0,0.125,29
5,0,12,5,0,0.0,0,0.0,0.0,80.0,0.0,0.0,30
8,2,11,5,1,0.1875,0,0.24999996875000394,0.4330127018922193,23.333333333333332,0.0,0.25,42
8,2,12,5,1,0.1875,0,0.24999996875000394,0.4330127018922193,26.0,0.0,0.25,47
8,0,11,5,0,0.0,0,0.0,0.0,74.0,0.0,0.0,62
6,1,12,5,1,0.109375,0,0.16666663888889352,0.33071891388307384,40.0,0.0,0.125,50
8,0,13,5,0,0.0,0,0.0,0.0,85.0,0.0,0.0,56
5,6,15,4,4,1.6875,1,1.0,1.299038105676658,14.428571428571429,0.0,0.75,44
5,8,16,4,3,1.75,1,1.0,1.3228756555322954,12.0,0.0,1.0,46
8,0,14,5,0,0.0,0,0.0,0.0,93.0,0.0,0.0,63
5,0,16,5,0,0.0,0,0.0,0.0,105.0,0.0,0.0,60
7,6,16,4,4,1.6875,0,0.857142734693895,1.299038105676658,15.142857142857142,0.0,0.75,68
4,0,17,5,0,0.0,0,0.0,0.0,110.0,0.0,0.0,64
8,8,15,4,3,1.75,1,0.9999998750000157,1.3228756555322954,11.11111111111111,0.0,1.0,70
6,0,18,5,0,0.0,0,0.0,0.0,114.0,0.0,0.0,74
5,0,18,5,0,0.0,0,0.0,0.0,115.0,0.0,0.0,77
7,6,19,4,2,0.9375,0,0.857142734693895,0.9682458365518543,17.142857142857142,0.0,0.75,84
4,0,23,5,0,0.0,0,0.0,0.0,150.0,0.0,0.0,85
5,0,21,5,0,0.0,0,0.0,0.0,137.0,0.0,0.0,82
8,0,19,5,0,0.0,0,0.0,0.0,121.0,0.0,0.0,85
8,0,20,5,0,0.0,0,0.0,0.0,129.0,0.0,0.0,96
8,0,22,5,0,0.0,0,0.0,0.0,142.0,0.0,0.0,106
5,0,25,5,0,0.0,0,0.0,0.0,162.0,0.0,0.0,97
4,0,24,5,0,0.0,0,0.0,0.0,154.0,0.0,0.0,95
7,0,26,5,0,0.0,0,0.0,0.0,167.0,0.0,0.0,98
8,12,25,3,4,2.5,1,1.0,1.5811388300841898,12.153846153846153,0.0,1.5,108
8,0,24,5,0,0.0,0,0.0,0.0,154.0,0.0,0.0,113
4,1,26,5,1,0.109375,0,0.24999993750001562,0.33071891388307384,83.0,0.0,0.125,107
4,5,27,4,2,0.484375,1,1.0,0.6959705453537527,29.0,0.0,0.625,109
7,1,25,5,1,0.109375,0,0.1428571224489825,0.33071891388307384,79.5,0.0,0.125,110
8,9,27,4,4,2.109375,1,1.0,1.4523687548277813,17.0,0.0,1.125,118
8,1,28,5,1,0.109375,0,0.12499998437500197,0.33071891388307384,87.5,0.0,0.125,117
5,1,29,5,1,0.109375,0,0.199999960000008,0.33071891388307384,91.5,0.0,0.125,122
4,1,33,5,1,0.109375,0,0.24999993750001562,0.33071891388307384,103.5,0.0,0.125,116
5,9,28,4,4,2.109375,1,1.0,1.4523687548277813,17.8,0.0,1.125,120
7,1,30,5,1,0.109375,0,0.1428571224489825,0.33071891388307384,94.0,0.0,0.125,128
4,1,34,5,1,0.109375,0,0.24999993750001562,0.33071891388307384,105.5,0.0,0.125,126
7,1,31,5,1,0.109375,0,0.1428571224489825,0.33071891388307384,97.5,0.0,0.125,127
5,5,38,4,3,1.234375,1,0.99999980000004,1.1110243021644486,39.666666666666664,0.0,0.625,132
4,0,38,5,0,0.0,0,0.0,0.0,238.0,0.0,0.0,128
5,1,32,5,1,0.109375,0,0.199999960000008,0.33071891388307384,101.0,0.0,0.125,135
8,1,35,5,1,0.109375,0,0.12499998437500197,0.33071891388307384,107.5,0.0,0.125,136
7,1,36,5,1,0.109375,0,0.1428571224489825,0.33071891388307384,111.5,0.0,0.125,143
5,5,42,4,2,0.484375,1,0.99999980000004,0.6959705453537527,44.0,0.0,0.625,143
6,5,43,4,2,0.484375,0,0.8333331944444675,0.6959705453537527,44.833333333333336,0.0,0.625,147
8,7,38,4,4,1.859375,0,0.8749998906250137,1.3635890143294642,29.5,0.0,0.875,155
6,1,37,5,1,0.109375,0,0.16666663888889352,0.33071891388307384,115.0,0.0,0.125,151
4,8,44,4,4,2.25,1,1.0,1.5,30.666666666666668,0.125,1.0,153
6,8,43,4,3,1.75,1,1.0,1.3228756555322954,30.0,0.0,1.0,159
7,0,41,5,0,0.0,0,0.0,0.0,257.0,0.0,0.0,166
7,0,40,5,0,0.0,0,0.0,0.0,250.0,0.0,0.0,166
8,0,39,5,0,0.0,0,0.0,0.0,242.0,0.0,0.0,159
4,0,50,5,0,0.0,0,0.0,0.0,314.0,0.0,0.0,160
6,0,45,5,0,0.0,0,0.0,0.0,280.0,0.0,0.0,166
8,0,43,5,0,0.0,0,0.0,0.0,268.0,0.0,0.0,176
