scenario,policy_a,policy_b,n_jobs,n_started_a,n_started_b,n_common,n_only_a,n_only_b,started_frac_a_pct,started_frac_b_pct,mean_wait_a_published,mean_wait_b_published,mean_wait_a_common,mean_wait_b_common,mean_wait_a_lowerbound,mean_wait_b_lowerbound,improvement_pct_published,improvement_pct_common,improvement_pct_lowerbound,selection_gap_pp,note
arr0.5_nodes4,PROACTIVE,GUARDED,55.0,55.0,55.0,55.0,0.0,0.0,100.0,100.0,18.332727272727272,18.838181818181816,18.332727272727272,18.838181818181816,18.332727272727272,18.838181818181816,-2.7571159377169416,-2.7571159377169416,-2.7571159377169416,0.0,"no censoring: every job starts under both policies, common set = full set, published improvement is unbiased; with nothing censored the lower-bound means are exact, so improvement_pct_lowerbound equals the published improvement here"
arr0.5_nodes4,UCB,GUARDED,55.0,55.0,55.0,55.0,0.0,0.0,100.0,100.0,18.492727272727272,18.838181818181816,18.492727272727272,18.838181818181816,18.492727272727272,18.838181818181816,-1.8680562383246402,-1.8680562383246402,-1.8680562383246402,0.0,"no censoring: every job starts under both policies, common set = full set, published improvement is unbiased; with nothing censored the lower-bound means are exact, so improvement_pct_lowerbound equals the published improvement here"
arr0.5_nodes16,FIFO,PROACTIVE,55.0,55.0,55.0,55.0,0.0,0.0,100.0,100.0,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.0,0.0,0.0,0.0,"no censoring: every job starts under both policies, common set = full set, published improvement is unbiased; with nothing censored the lower-bound means are exact, so improvement_pct_lowerbound equals the published improvement here"
arr0.5_nodes16,FIFO,UCB,55.0,55.0,55.0,55.0,0.0,0.0,100.0,100.0,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.0,0.0,0.0,0.0,"no censoring: every job starts under both policies, common set = full set, published improvement is unbiased; with nothing censored the lower-bound means are exact, so improvement_pct_lowerbound equals the published improvement here"
arr0.5_nodes16,FIFO,GUARDED,55.0,55.0,55.0,55.0,0.0,0.0,100.0,100.0,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.0,0.0,0.0,0.0,"no censoring: every job starts under both policies, common set = full set, published improvement is unbiased; with nothing censored the lower-bound means are exact, so improvement_pct_lowerbound equals the published improvement here"
arr0.5_nodes16,PROACTIVE,UCB,55.0,55.0,55.0,55.0,0.0,0.0,100.0,100.0,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.0,0.0,0.0,0.0,"no censoring: every job starts under both policies, common set = full set, published improvement is unbiased; with nothing censored the lower-bound means are exact, so improvement_pct_lowerbound equals the published improvement here"
arr0.5_nodes16,PROACTIVE,GUARDED,55.0,55.0,55.0,55.0,0.0,0.0,100.0,100.0,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.0,0.0,0.0,0.0,"no censoring: every job starts under both policies, common set = full set, published improvement is unbiased; with nothing censored the lower-bound means are exact, so improvement_pct_lowerbound equals the published improvement here"
arr0.5_nodes16,UCB,GUARDED,55.0,55.0,55.0,55.0,0.0,0.0,100.0,100.0,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.007272727272727273,0.0,0.0,0.0,0.0,"no censoring: every job starts under both policies, common set = full set, published improvement is unbiased; with nothing censored the lower-bound means are exact, so improvement_pct_lowerbound equals the published improvement here"
arr2.0_nodes4,FIFO,PROACTIVE,220.0,113.7,131.3,91.9,21.8,39.4,51.68181818181819,59.68181818181819,81.40192954486844,49.64362754648779,63.46581531752993,36.64064501712237,136.80545454545455,118.31272727272726,39.014188208985374,42.26711681902583,13.517536515024668,-3.252928610040456,"censoring differs: 51.7% of jobs start under FIFO vs 59.7% under PROACTIVE; the published improvement UNDERSTATED this pair: on the common set the improvement is 3.3 pp LARGER, so the selection ran against PROACTIVE rather than flattering it; caveat: improvement_pct_lowerbound divides two lower-bound means, so it is NOT itself a bound on the improvement (bounding each of two means bounds neither the sign nor the size of their ratio) -- descriptive only"
arr2.0_nodes4,FIFO,UCB,220.0,113.7,131.9,91.9,21.8,40.0,51.68181818181819,59.95454545454545,81.40192954486844,49.8970592827011,63.58330005501466,37.72572995480703,136.80545454545455,118.03681818181818,38.702854389713174,40.66723507247137,13.719216405512812,-1.9643806827581969,"censoring differs: 51.7% of jobs start under FIFO vs 60.0% under UCB; the published improvement UNDERSTATED this pair: on the common set the improvement is 2.0 pp LARGER, so the selection ran against UCB rather than flattering it; caveat: improvement_pct_lowerbound divides two lower-bound means, so it is NOT itself a bound on the improvement (bounding each of two means bounds neither the sign nor the size of their ratio) -- descriptive only"
arr2.0_nodes4,FIFO,GUARDED,220.0,113.7,132.0,92.0,21.7,40.0,51.68181818181819,60.0,81.40192954486844,49.962436379483655,63.63447062357655,37.82676832776773,136.80545454545455,117.96318181818182,38.62254044980034,40.55616718880517,13.773042010552478,-1.9336267390048292,"censoring differs: 51.7% of jobs start under FIFO vs 60.0% under GUARDED; the published improvement UNDERSTATED this pair: on the common set the improvement is 1.9 pp LARGER, so the selection ran against GUARDED rather than flattering it; caveat: improvement_pct_lowerbound divides two lower-bound means, so it is NOT itself a bound on the improvement (bounding each of two means bounds neither the sign nor the size of their ratio) -- descriptive only"
arr2.0_nodes4,PROACTIVE,UCB,220.0,131.3,131.9,131.2,0.1,0.7,59.68181818181819,59.95454545454545,49.64362754648779,49.8970592827011,49.675022895325,49.016304435868825,118.31272727272726,118.03681818181818,-0.5105020497867262,1.3260556735811146,0.23320322104744726,-1.8365577233678407,"censoring differs: 59.7% of jobs start under PROACTIVE vs 60.0% under UCB; the published improvement UNDERSTATED this pair: on the common set the improvement is 1.8 pp LARGER, so the selection ran against UCB rather than flattering it; caveat: improvement_pct_lowerbound divides two lower-bound means, so it is NOT itself a bound on the improvement (bounding each of two means bounds neither the sign nor the size of their ratio) -- descriptive only"
arr2.0_nodes4,PROACTIVE,GUARDED,220.0,131.3,132.0,131.2,0.1,0.8,59.68181818181819,60.0,49.64362754648779,49.962436379483655,49.675022895325,48.89172336702825,118.31272727272726,117.96318181818182,-0.6421948772726589,1.5768478455406394,0.2954419719694943,-2.219042722813298,"censoring differs: 59.7% of jobs start under PROACTIVE vs 60.0% under GUARDED; the published improvement UNDERSTATED this pair: on the common set the improvement is 2.2 pp LARGER, so the selection ran against GUARDED rather than flattering it; caveat: improvement_pct_lowerbound divides two lower-bound means, so it is NOT itself a bound on the improvement (bounding each of two means bounds neither the sign nor the size of their ratio) -- descriptive only"
arr2.0_nodes4,UCB,GUARDED,220.0,131.9,132.0,131.9,0.0,0.1,59.95454545454545,60.0,49.8970592827011,49.962436379483655,49.8970592827011,49.77402254525587,118.03681818181818,117.96318181818182,-0.13102394754798866,0.24658113967828285,0.06238423296274187,-0.3776050872262715,"censoring differs: 60.0% of jobs start under UCB vs 60.0% under GUARDED; common-set improvement within 1.0 pp of published; caveat: improvement_pct_lowerbound divides two lower-bound means, so it is NOT itself a bound on the improvement (bounding each of two means bounds neither the sign nor the size of their ratio) -- descriptive only"
arr2.0_nodes16,FIFO,PROACTIVE,220.0,220.0,220.0,220.0,0.0,0.0,100.0,100.0,15.471818181818183,12.569545454545453,15.471818181818183,12.569545454545453,15.471818181818183,12.569545454545453,18.758446442211657,18.758446442211657,18.758446442211657,0.0,"no censoring: every job starts under both policies, common set = full set, published improvement is unbiased; with nothing censored the lower-bound means are exact, so improvement_pct_lowerbound equals the published improvement here"
arr2.0_nodes16,FIFO,UCB,220.0,220.0,220.0,220.0,0.0,0.0,100.0,100.0,15.471818181818183,12.495909090909091,15.471818181818183,12.495909090909091,15.471818181818183,12.495909090909091,19.234385099006992,19.234385099006992,19.234385099006992,0.0,"no censoring: every job starts under both policies, common set = full set, published improvement is unbiased; with nothing censored the lower-bound means are exact, so improvement_pct_lowerbound equals the published improvement here"
arr2.0_nodes16,FIFO,GUARDED,220.0,220.0,220.0,220.0,0.0,0.0,100.0,100.0,15.471818181818183,12.598636363636365,15.471818181818183,12.598636363636365,15.471818181818183,12.598636363636365,18.57042129384805,18.57042129384805,18.57042129384805,0.0,"no censoring: every job starts under both policies, common set = full set, published improvement is unbiased; with nothing censored the lower-bound means are exact, so improvement_pct_lowerbound equals the published improvement here"
arr2.0_nodes16,PROACTIVE,UCB,220.0,220.0,220.0,220.0,0.0,0.0,100.0,100.0,12.569545454545453,12.495909090909091,12.569545454545453,12.495909090909091,12.569545454545453,12.495909090909091,0.5858315553466071,0.5858315553466071,0.5858315553466071,0.0,"no censoring: every job starts under both policies, common set = full set, published improvement is unbiased; with nothing censored the lower-bound means are exact, so improvement_pct_lowerbound equals the published improvement here"
arr2.0_nodes16,PROACTIVE,GUARDED,220.0,220.0,220.0,220.0,0.0,0.0,100.0,100.0,12.569545454545453,12.598636363636365,12.569545454545453,12.598636363636365,12.569545454545453,12.598636363636365,-0.23143962680361743,-0.23143962680361743,-0.23143962680361743,0.0,"no censoring: every job starts under both policies, common set = full set, published improvement is unbiased; with nothing censored the lower-bound means are exact, so improvement_pct_lowerbound equals the published improvement here"
arr2.0_nodes16,UCB,GUARDED,220.0,220.0,220.0,220.0,0.0,0.0,100.0,100.0,12.495909090909091,12.598636363636365,12.495909090909091,12.598636363636365,12.495909090909091,12.598636363636365,-0.8220872285475304,-0.8220872285475304,-0.8220872285475304,0.0,"no censoring: every job starts under both policies, common set = full set, published improvement is unbiased; with nothing censored the lower-bound means are exact, so improvement_pct_lowerbound equals the published improvement here"
