scenario,arrival_rate_multiplier,cluster_size,job_dist_type,r2_score,mape,improvement_pct,failure_mode,risk_level,improvement_degradation_pct,failure_rate_pct,n_samples,severity_score,severity_band,z_mape,z_r2_score,z_improvement_pct,z_failure_rate_pct
arr_1.25_cluster_32_balanced,1.25,32,balanced,0.6512664575622871,55.670829797570875,14.370848593953689,POLICY_DOMINATED,LOW_RISK,-6.47298623780583,0.0,414,-0.8300168469810798,Q1_LEAST_SEVERE,-1.3452640333913792,-1.409959879320278,0.7324385680357386,-1.2972820432484007
arr_1.25_cluster_32_long_heavy,1.25,32,long_heavy,0.13473494385400042,61.05231427475061,27.882879104286516,NO_DOMINANT_AXIS,LOW_RISK,-19.98501674813866,15.700483091787444,335,-0.6250230569920319,Q1_LEAST_SEVERE,-1.083330761226199,-0.6526533672237596,-0.11285610558448696,-0.6512519939336818
arr_1.50_cluster_4_short_heavy,1.5,4,short_heavy,-1.307393187641452,79.66968656662627,46.86264344736939,FIT_DOMINATED,MEDIUM_RISK,-38.96478109122153,48.08080808080808,237,0.16636002985747955,Q3_ABOVE_MEDIAN,-0.17716643719864394,1.461705575599383,-1.3002049421273265,0.6811059231565055
arr_1.50_cluster_4_balanced,1.5,4,balanced,-1.2580660244928112,83.33542242330972,37.238534481044866,FIT_DOMINATED,HIGH_RISK,-29.340672124897008,58.78787878787879,177,0.453544773652344,Q4_MOST_SEVERE,0.001256113661806904,1.389385144252362,-0.698133473938021,1.1216713106332283
arr_1.50_cluster_4_long_heavy,1.5,4,long_heavy,-1.7243876756577592,87.76028589959927,27.69197750372398,FIT_DOMINATED,HIGH_RISK,-19.79411514757612,74.34343434343434,117,0.9876323096843558,Q4_MOST_SEVERE,0.21662772239607953,2.073077065822627,-0.10091355512786329,1.76173800564658
arr_1.50_cluster_8_short_heavy,1.5,8,short_heavy,-0.19058675105328615,80.925495204984,38.936220287126375,COMPLETION_DOMINATED,MEDIUM_RISK,-31.038357930978517,42.42424242424242,285,-0.16192832273189434,Q2_BELOW_MEDIAN,-0.11604239842213016,-0.17568684816118316,-0.8043384420413687,0.44835439769710467
arr_1.50_cluster_8_balanced,1.5,8,balanced,-0.3262403312431654,79.08910650030857,35.335681916314584,COMPLETION_DOMINATED,MEDIUM_RISK,-27.437819560166727,58.78787878787879,194,0.09008818817798642,Q3_ABOVE_MEDIAN,-0.20542504078085994,0.023200028903631948,-0.5790935460440547,1.1216713106332283
arr_1.50_cluster_8_long_heavy,1.5,8,long_heavy,-0.5575680183490546,104.83807023159844,38.944376520081505,COMPLETION_DOMINATED,HIGH_RISK,-31.046514163933647,66.66666666666667,163,0.5128065519750784,Q4_MOST_SEVERE,1.0478556020602563,0.36235835559665286,-0.804848685136846,1.4458609353802507
arr_1.50_cluster_16_short_heavy,1.5,16,short_heavy,0.10219996194423053,65.32250635551145,33.88271329537753,NO_DOMINANT_AXIS,LOW_RISK,-25.98485093922967,17.979797979797986,422,-0.6315256318923881,Q1_LEAST_SEVERE,-0.8754874813225653,-0.6049525919229013,-0.4881977598573518,-0.5574646944667337
arr_1.50_cluster_16_balanced,1.5,16,balanced,-0.08581116111483511,76.87854578998287,37.35664220202253,NO_DOMINANT_AXIS,MEDIUM_RISK,-29.45877984587467,29.494949494949495,327,-0.35787333251554265,Q2_BELOW_MEDIAN,-0.31301977651423213,-0.3293023284626525,-0.7055221360180464,-0.08364908906723975
arr_1.50_cluster_16_long_heavy,1.5,16,long_heavy,-0.40603069621505106,78.75465221512299,40.80200411192021,COMPLETION_DOMINATED,MEDIUM_RISK,-32.90414175577235,50.5050505050505,212,-0.05543076336997002,Q3_ABOVE_MEDIAN,-0.22170395149403138,0.14018371991206216,-0.9210593988227307,0.7808565769248198
arr_1.50_cluster_32_short_heavy,1.5,32,short_heavy,0.584488993284594,99.96300152745206,0.24723334118201368,POLICY_DOMINATED,MEDIUM_RISK,7.650629014965845,0.0,495,-0.04569315977619737,Q3_ABOVE_MEDIAN,0.8105711309961809,-1.312054897307216,1.6159931704546462,-1.2972820432484007
arr_1.50_cluster_32_balanced,1.5,32,balanced,0.3063236912502473,84.97300830564171,19.902881842757786,POLICY_DOMINATED,LOW_RISK,-12.005019486609928,6.8686868686868685,472,-0.36288925412864126,Q1_LEAST_SEVERE,0.08096241597107513,-0.9042261606681677,0.3863619190873703,-1.0146551909048427
arr_1.50_cluster_32_long_heavy,1.5,32,long_heavy,-0.027937090007504217,66.30388407351218,39.7023468148735,NO_DOMINANT_AXIS,MEDIUM_RISK,-31.804484458725643,26.868686868686865,339,-0.5714632841701052,Q1_LEAST_SEVERE,-0.8277208329198845,-0.4141537068741369,-0.8522662995701519,-0.19171229731624737
arr_2.00_cluster_4_short_heavy,2.0,4,short_heavy,-1.7686529708709648,83.16756897425225,44.69637201371259,FIT_DOMINATED,HIGH_RISK,-36.79850965756473,57.121212121212125,237,0.5048672825809002,Q4_MOST_SEVERE,-0.0069138259417125284,2.137976099928351,-1.1646858798305497,1.053092736167512
arr_2.00_cluster_4_balanced,2.0,4,balanced,-1.2879648869017122,81.84705982876054,35.46818181818182,COMPLETION_DOMINATED,HIGH_RISK,-27.57031946203396,66.66666666666667,146,0.5551280850291306,Q4_MOST_SEVERE,-0.07118703584679023,1.4332210044189229,-0.5873825638358608,1.4458609353802507
arr_2.00_cluster_4_long_heavy,2.0,4,long_heavy,-2.0526408454850427,89.56112885392932,21.265104318661468,FIT_DOMINATED,HIGH_RISK,-13.36724196251361,78.93939393939394,112,1.2776533719205987,Q4_MOST_SEVERE,0.30428024461063474,2.5543415318410885,0.3011430911483284,1.9508486200823432
arr_2.00_cluster_8_short_heavy,2.0,8,short_heavy,-0.21957534392358657,84.66472312635331,24.365789154306963,COMPLETION_DOMINATED,HIGH_RISK,-16.467926798159105,51.969696969696976,293,0.2202656579236411,Q4_MOST_SEVERE,0.06595723550210543,-0.13318556881118515,0.10716836809380047,0.8411225969098437
arr_2.00_cluster_8_balanced,2.0,8,balanced,-0.4328616490564454,73.84031277453336,32.0535894950958,COMPLETION_DOMINATED,MEDIUM_RISK,-24.15572713894794,64.6969696969697,221,0.17741626891217238,Q3_ABOVE_MEDIAN,-0.46089984914319443,0.17952160109314713,-0.3737702054947585,1.3648135291934953
arr_2.00_cluster_8_long_heavy,2.0,8,long_heavy,-0.9805459422331764,84.8019580823961,48.43268894161577,COMPLETION_DOMINATED,HIGH_RISK,-40.53482658546791,71.51515151515152,152,0.32551915236957024,Q4_MOST_SEVERE,0.07263687961223224,0.9825023888829071,-1.3984249019337383,1.64536224291688
arr_2.00_cluster_16_short_heavy,2.0,16,short_heavy,-0.08162503377465491,92.27551112368683,48.86183889897485,CALIBRATION_DOMINATED,MEDIUM_RISK,-40.96397654282699,28.48484848484848,480,-0.3623815176013174,Q1_LEAST_SEVERE,0.4363975131523697,-0.3354397690854411,-1.425271953001494,-0.12521186147070432
arr_2.00_cluster_16_balanced,2.0,16,balanced,-0.23063115349198293,70.09561016951766,40.84331889851953,COMPLETION_DOMINATED,MEDIUM_RISK,-32.945456542371666,44.242424242424235,323,-0.2901546967953217,Q2_BELOW_MEDIAN,-0.6431659526275767,-0.11697622560473357,-0.9236439969723168,0.5231673880233404
arr_2.00_cluster_16_long_heavy,2.0,16,long_heavy,-0.44308413618547715,75.35811124349485,43.83365647192429,COMPLETION_DOMINATED,MEDIUM_RISK,-35.93579411577643,55.45454545454545,248,-0.07967904186874275,Q2_BELOW_MEDIAN,-0.38702396579757653,0.19450917855393038,-1.1107155419331205,0.9845141617017956
arr_2.00_cluster_32_short_heavy,2.0,32,short_heavy,0.48766677439112893,79.26725906855859,15.33545399618931,POLICY_DOMINATED,LOW_RISK,-7.437591640041451,0.303030303030305,660,-0.4948932610729197,Q1_LEAST_SEVERE,-0.19675381161644695,-1.1701001570102556,0.6720941358623849,-1.2848132115273612
arr_2.00_cluster_32_balanced,2.0,32,balanced,0.006899123104944338,56.77171488771579,33.747097210469775,NO_DOMINANT_AXIS,LOW_RISK,-25.849234854321917,17.575757575757578,537,-0.7026781506346707,Q1_LEAST_SEVERE,-1.2916805964861342,-0.46522840482903954,-0.47971379779538875,-0.5740898034281198
arr_2.00_cluster_32_long_heavy,2.0,32,long_heavy,-0.176995439524257,62.701025276077885,47.07653112891276,COMPLETION_DOMINATED,MEDIUM_RISK,-39.1786687727649,38.63636363636363,362,-0.5549470057007613,Q1_LEAST_SEVERE,-1.0030829654249362,-0.1956135872965598,-1.3135854712656623,0.29249400118411306
